Area ,Price
690,139000
4250,2300000
4670,1700000
1880,1360000
1940,1330000
4660,1280000
2830,1230000
3990,1200000
2110,1150000
3310,1140000
3370,1070000
4225,1010000
3720,995000
2620,975000
2180,957000
2370,913888
1660,905000
2370,890000
1960,870000
3000,860000
3070,804100
1740,800000
3920,770000
4000,762000
2230,760000
1340,750000
1750,744500
3000,740000
2980,739900
2610,725000
2490,725000
2770,700000
1280,690500
1440,680000
2210,660000
1420,657000
1420,650000
1850,645000
1040,640000
1950,625000
2690,608000
1570,599990
2860,597326
1870,595888
1060,594000
2720,594000
1500,589950
1560,585000
1790,583000
2070,578000
1100,575000
2380,574000
1670,565000
1400,563500
1200,562100
1900,557500
2030,544000
3110,531500
1070,530000
1250,519000
1860,505000
1640,505000
970,500000
2420,482000
2640,459000
1970,454000
1330,450000
1330,450000
880,450000
2030,440000
1060,435000
2320,425000
1290,418800
1250,410000
1590,409900
1650,402000
1420,400000
1050,395000
2340,390000
1770,386000
1500,383000
900,381500
1400,374500
1410,365500
1800,364000
2020,356000
980,352000
1010,349000
1010,346500
1150,346500
1890,330000
1730,328423
2000,320000
930,315000
870,310000
1860,309620
1640,308000
1200,305000
1870,299950
1790,299950
1110,299900
1150,288000
780,286000
1460,285000
890,283000
1230,280000
1940,280000
1270,276900
2460,276000
770,275000
1300,270000
1260,270000
1150,265950
1120,260000
1140,260000
2025,260000
1720,255950
1830,249000
1620,246500
1180,245700
1410,245000
1481,240000
1570,235000
1250,233000
1050,205000
1230,205000
1150,200000
1190,200000
1320,196500
930,190000
1090,152000
890,150000
3420,1990000
3250,1410000
2020,1390000
1730,1390000
2160,1340000
3060,1250000
1670,1150000
3990,1080000
3450,1050000
2040,1030000
3460,971971
1750,937000
4040,910000
2470,900000
4230,879000
1870,827000
3060,826000
2270,815000
1310,815000
1600,805000
2080,800000
2990,800000
2300,782900
1920,775000
2660,772650
1980,760000
2100,755000
1750,750000
1810,725000
3100,710000
2590,695000
1860,690000
2770,675750
1490,670000
2670,669950
1160,669000
2260,667000
2480,663000
860,663000
1210,660000
970,638000
1760,626000
2740,620000
2460,620000
2910,600000
1420,580000
2690,575000
2110,568000
1610,563500
1510,560000
3640,555000
2150,550000
2410,537000
2330,530000
3030,525000
1590,518500
1440,495000
1520,475580
1240,471000
1210,460000
1300,460000
2830,451000
1530,450000
700,450000
1080,446000
1770,440000
1390,440000
1220,440000
2250,440000
1510,435000
2370,429900
2100,424000
1444,420000
1170,415000
2490,414000
2220,405000
620,402000
3060,399000
1100,390000
1610,385000
1850,370000
2280,365000
1940,359000
2450,358000
1400,357250
1280,354950
2580,354000
1780,350000
950,339000
1769,334888
1200,330675
1150,329950
950,320000
1550,320000
1140,315000
2430,310000
1530,302000
1780,300000
930,290000
2260,289659
1010,285000
2070,280927
1580,279900
1600,270000
1780,270000
1650,268000
1090,267000
1470,254600
1740,254000
1090,253500
1230,252750
1900,252500
1120,249900
1140,243800
1200,240000
1330,235867
1300,235000
1060,230000
1590,225500
970,225000
1600,224000
1500,224000
1660,220000
1090,219500
1390,216500
720,210000
920,202000
1260,200500
1220,177500
1080,164950
960,150000
6640,1820000
2520,1620000
2750,1200000
3320,1050000
1670,1020000
3610,982000
2310,755000
2300,750000
2630,738000
1650,735000
1040,735000
3580,725000
1030,718500
1540,710000
2440,710000
1400,700000
3190,687500
1250,672500
1110,665000
2610,665000
1490,661500
2540,652500
2770,641000
1880,602000
1730,589500
980,561500
2710,560000
4150,550000
1710,530000
840,528000
1090,523460
1100,516500
1200,504200
1520,500000
1440,500000
2230,490000
2790,483453
1500,480000
2990,469900
3060,465000
1380,464900
1290,460000
2530,459000
1550,453000
1320,447000
850,430000
2432,427000
1520,425000
1380,417000
1860,415000
1060,415000
2600,415000
1400,410000
2710,410000
2570,399950
800,397000
3000,394000
1890,355000
1330,355000
2040,355000
1180,350000
1280,342000
1610,330000
2400,327000
2570,320000
2090,315000
1590,300000
700,295000
1350,288790
910,285000
690,280000
1320,279000
720,275500
700,260000
1650,259500
1715,257500
1720,255000
1670,246950
1400,235000
1950,235000
1070,235000
1390,234000
1010,230000
1110,229800
910,221000
1220,215500
940,212700
970,209950
1020,195000
900,191000
810,170000
1060,140000
2460,1600000
2140,1080000
1430,699900
880,650000
3130,598000
1620,585000
1160,475000
1140,470000
1200,339900
1200,314500
1370,300000
1040,234000
1910,230000
2120,835000
840,530000
2120,402000
1240,397000
1610,345000
1300,325000
1800,265000
4350,2070000
3710,1930000
3410,1730000
4390,1510000
1590,1310000
2200,1230000
2120,1200000
2810,1170000
3330,1100000
1610,972000
3530,963000
3670,950000
1780,935000
1570,896000
3560,882566
2320,880000
1800,875000
1830,850000
3500,780000
1950,765000
3300,760000
1520,669500
2550,635000
1470,570000
2070,560000
1220,550000
1500,550000
1180,544000
1180,535000
1980,530000
2600,515000
3720,500000
1640,492650
1440,491950
1470,491500
1920,490000
1890,480000
2400,461000
1010,457000
2960,449000
1470,445800
990,441000
1810,439000
2290,436500
970,435000
1090,427500
1510,419000
1010,410000
2320,408000
870,406500
2570,397500
1300,385000
2700,383962
1320,370000
2140,359500
1370,355000
960,349810
970,345000
2280,345000
2230,337000
2340,330000
2310,327500
1010,308000
960,300000
1760,289950
1830,285000
1260,265000
960,263400
1410,263000
940,255000
1440,250000
950,248000
860,245000
1068,243000
900,235000
1200,170000
930,100000
4320,3800000
1840,2370000
3390,2300000
3070,1700000
2240,1640000
2130,1570000
3170,1360000
2510,1300000
2790,1200000
3340,1150000
2510,1110000
3260,1080000
4570,1060000
3770,1020000
1500,1010000
2130,955500
2550,952500
5190,925000
4080,920000
3840,875000
2200,850000
3990,825000
2880,820000
2500,808000
3530,800000
3290,739900
1530,730000
1780,729032
1860,725000
2375,712000
2620,695000
1680,695000
2600,691500
1970,660000
3350,650000
1540,640000
2220,629800
1440,620000
1700,616000
2510,600000
1580,600000
910,600000
1820,595000
910,590000
1630,581000
2200,580000
2590,570000
1410,563000
2440,548000
1010,545000
1400,540000
1180,540000
1420,535000
3260,530000
1040,525000
2010,515000
1050,515000
1750,510000
1190,507500
1100,505000
1600,502000
850,500000
2180,500000
2910,499990
2090,485000
1430,485000
1710,482000
1640,478000
1590,476000
940,460000
850,459500
1110,452000
1400,450000
2280,445000
2530,435000
1180,433000
2300,431000
1300,425000
1950,425000
2530,417838
1580,406000
800,402500
1000,401000
2701,399895
2240,392000
1040,382500
1800,375000
860,370000
2080,357500
1270,349500
1080,345000
1460,337000
950,332888
1080,330000
1300,328950
1830,321000
2050,314500
1150,307000
1660,300000
1340,300000
2303,300000
1090,280000
370,276000
1970,274900
770,260000
1300,260000
1190,245000
1770,241000
1620,219950
1400,217500
1170,205000
590,202000
900,174000
1200,165050
820,102500
8020,3300000
4080,2290000
4040,2270000
3040,2150000
2610,1410000
2610,1300000
1680,1080000
2610,1050000
1440,1040000
3050,989000
3120,915000
1330,895000
1880,860000
2550,851000
1860,811000
2890,795000
1320,782000
1100,736000
2020,732000
1630,723000
2180,720000
2490,700000
1760,690000
1450,675000
1720,660500
2090,659000
1370,645000
1410,630000
1540,625000
1530,605000
1520,605000
1110,600000
1810,599950
1200,580000
1590,575000
1660,575000
1880,567500
1840,552000
1430,550000
1340,545000
1320,540000
1390,535000
830,525000
1090,520000
1470,519000
770,512031
900,496000
3700,489000
1540,484998
1550,481015
1470,480000
2160,480000
2040,475000
1850,475000
1050,475000
2620,475000
1260,453000
1900,435000
1520,415000
2370,411000
3002,394500
1500,389000
1730,355000
2450,345000
1954,340000
1840,339950
830,334500
2105,330000
2120,329950
700,310000
2242,309780
1360,305000
1010,305000
1010,300000
1520,275250
1450,274500
800,265050
1940,265000
1580,262000
1620,260000
2050,256000
1430,255000
1680,255000
940,253000
1520,250000
1200,250000
1110,223000
1090,185000
1780,175000
1050,123000
4000,2350000
3930,1880000
2360,1760000
2150,1630000
2540,1200000
3580,1150000
2110,1140000
3160,1130000
5070,1100000
4110,1040000
4370,1030000
2730,1020000
2980,1010000
2520,975000
2490,940000
2430,850000
2470,850000
4930,835000
3150,815000
1520,810000
2080,715000
1380,650000
1980,640000
1980,633000
1430,610000
1630,609000
1420,605000
2610,605000
3000,600000
1490,588000
1410,575000
1430,565000
2950,554950
1730,554729
1240,529950
2590,519995
1390,515000
1930,509000
3316,490600
1530,474000
2250,445838
1300,439990
1030,430000
1400,425000
1700,410000
1120,405500
1300,400000
900,399900
1360,395000
2640,395000
1900,390000
860,370000
870,357000
2040,345000
2300,342000
1390,341000
1470,340000
930,312500
1610,304900
1190,295950
1440,290000
1520,288000
2270,285000
1890,280500
1020,267000
1180,265900
1020,265000
1200,264500
920,255000
1770,250000
1570,240000
1200,220000
1050,198000
660,100000
1300,625000
2320,600000
2260,1740000
2700,1200000
2110,825000
1750,671000
1390,499000
1030,459500
2020,1280000
1090,625000
1480,395000
2550,1640000
2710,1450000
5430,1360000
2360,1300000
3870,1280000
3540,888550
1820,875000
2680,870000
3990,866000
3595,861990
1690,821000
1400,780000
2500,775000
2350,747500
2030,685000
1880,681000
2330,680000
2620,670000
2860,670000
1400,665000
2690,645000
1910,631500
1690,593000
1860,588000
2400,575000
1390,570000
820,570000
790,558000
1640,555000
1260,548800
2040,542500
2590,538250
1030,536000
870,530000
1500,527000
1420,510000
3030,509900
940,505000
850,500000
1720,500000
1910,494815
1290,494000
2286,481000
1130,480000
1490,475000
1990,450000
1480,450000
1240,445000
1650,443000
1490,437500
2220,437000
1540,420000
1450,410000
2340,404950
1920,391500
1190,382500
1536,378000
1260,374000
1590,373000
1800,360000
2370,351999
1450,339000
800,335950
2250,328000
910,320000
1270,320000
1120,320000
2200,300000
930,300000
2090,300000
1520,296475
1940,295000
1640,295000
1995,266000
1190,245000
1390,230000
1140,230000
1230,229500
960,215000
1180,209950
1100,199990
1190,195000
820,170500
5180,2460000
3690,2180000
2150,1680000
2890,1570000
3150,1210000
2850,1200000
3830,1150000
7320,1140000
2790,1130000
2390,1120000
2360,1090000
4740,1050000
1500,1050000
3130,999000
2950,970000
1750,950000
3180,900000
2310,890000
3110,875000
2726,819000
2750,812000
2700,810000
1750,789900
3440,782000
1690,780000
3010,765000
3090,760005
2410,720000
2370,711600
1600,695500
3220,690000
2610,674600
2830,673000
1880,650000
2850,645000
2290,630000
2050,623000
1170,613000
1440,600000
2250,600000
1330,599000
1570,592350
2630,585000
1490,580000
1520,580000
1450,568000
1330,560000
1820,557500
1720,550000
1070,542000
1595,530000
1550,527700
960,517000
1810,513000
1370,485000
860,480000
1340,479000
2530,469950
1830,468000
2620,460000
1910,458400
3440,455000
2680,449990
1860,440000
2570,439000
1270,438000
1320,435000
2150,435000
830,430000
880,427550
1920,415000
940,412000
1220,410000
2560,410000
1320,410000
1010,405000
1360,399500
1180,390000
2090,383000
1564,380000
2860,378500
1130,375000
980,371500
1570,370000
1030,368000
1810,362000
1210,357562
3000,355000
2120,340000
2760,336000
2530,336000
2538,335606
2250,333490
1720,332000
1330,330000
1060,326500
800,325000
810,325000
1180,320000
720,315000
1920,308950
2200,300000
1150,300000
1910,293000
1520,292600
770,277000
1400,267000
1050,255000
1140,250000
1090,249000
1390,245000
1600,245000
1670,235500
1020,235000
1460,232000
1200,228950
960,210000
1070,210000
1180,205000
1320,201500
910,190000
800,183500
850,165000
1350,160000
1400,148226
630,148000
1150,115000
4290,2680000
4260,2320000
3930,1680000
2360,1470000
2260,1360000
2030,1250000
4010,1240000
4260,1070000
4440,1040000
4030,989000
1540,900000
2783,840000
1000,810000
3300,760000
1340,759000
3020,750000
2210,749950
2820,749000
2100,749000
2150,741500
3360,740000
2320,737500
2290,737000
3050,734950
3350,720500
1410,700000
2550,696000
3710,692500
980,680000
1780,679000
1240,660000
2510,660000
3510,659950
3080,635000
1710,630000
1600,625000
2160,625000
1500,624800
2630,610000
1830,599950
1880,599000
2760,595000
2720,594950
1680,590000
2600,583000
1020,580000
3080,570000
1770,569000
2500,565000
2570,561000
1960,560000
1010,560000
1270,550000
1110,550000
1440,550000
2760,545000
3010,538000
1790,530000
1640,525000
1710,525000
3670,525000
1490,507000
1350,498800
2660,495000
2540,487000
3560,486000
1390,480000
1530,470000
1240,468000
1980,463000
1930,450000
1460,450000
1920,443000
1270,440000
2550,435000
1020,425000
1510,420000
1840,415000
2450,412000
830,410000
2480,409124
1760,400000
1320,399950
930,395000
1970,395000
780,380000
1530,379000
1390,374950
1080,359000
1590,356000
1600,340000
1370,335500
730,321500
1460,310000
1300,309000
1010,306000
1800,305000
1190,300000
1460,299880
800,295000
1950,290000
1010,287000
1130,284000
1500,284000
2030,275000
1200,275000
1660,270000
1120,252000
990,250000
1610,245000
1460,237950
1140,232500
1170,229000
990,226550
1860,215000
1770,215000
1200,215000
840,187000
1600,154950
490,150000
960,137124
3580,1980000
3140,1910000
3730,1610000
6070,1550000
4170,1330000
2850,1250000
1800,958000
1760,880000
3360,879000
2960,875000
3480,860000
2310,850000
3860,847700
3840,840000
1700,800000
1370,797000
2480,775000
1610,770000
2130,749000
1350,740000
2820,735000
1010,725000
1690,725000
3340,720000
1810,713400
1870,710000
2400,695000
960,675000
2390,675000
1280,670000
1510,657500
2640,657000
1920,655000
920,639000
1580,610000
1940,600000
2580,592000
1140,569950
1670,554000
1680,545000
2060,545000
2320,540500
2370,535000
1250,525000
1340,525000
1240,505000
1640,500000
1520,499950
1180,475000
1790,469000
840,445000
1560,439000
2700,426500
1500,418000
1160,416100
1470,410000
2350,400000
3020,379900
1080,379000
2380,360000
2110,355000
1170,350000
2800,350000
860,350000
1500,348000
1670,345000
1100,342500
1420,336500
2340,315000
1480,307150
1714,307000
970,303000
740,295000
1720,290256
670,279000
1889,277950
1830,275000
1550,273500
1530,265000
1180,263000
1490,260000
1440,250000
1010,250000
960,242000
1130,231500
1070,200000
860,195000
920,152000
1200,150000
740,114975
3905,2920000
2020,1650000
3420,1500000
2280,1480000
3860,1070000
4300,975000
3520,859990
3190,814842
2900,808900
3220,800000
3560,790000
3500,790000
3190,780000
2050,745000
3320,665000
1060,641200
2320,640000
3030,635000
910,625000
1470,625000
1710,620000
2090,601000
1590,582000
2310,580000
1790,578000
1620,575000
1790,570000
1070,565000
1280,534950
1430,530000
1220,525000
1390,504600
1320,500000
2090,489900
2440,483000
1290,475000
1380,475000
1140,467000
1230,464950
1080,460000
1380,450000
1450,440000
1220,440000
1090,429950
1130,412000
1600,405000
1010,400000
930,397500
2240,389950
930,385000
1470,380000
1170,370000
1200,369950
2650,350000
2490,344200
1610,339900
1290,339000
1920,329950
1930,326000
1640,319000
1480,319000
1660,315000
1210,314000
1790,303000
1600,299950
1650,299000
840,290000
1220,289900
1690,270000
880,258000
1030,250000
920,250000
1440,246000
1570,235000
1330,230000
1140,206000
1820,205000
890,199990
810,194900
640,165000
950,162950
1000,160000
3010,839950
2900,690000
890,492000
900,451000
1270,369000
1530,335000
950,335000
1270,320000
1420,235000
2030,579000
1870,300000
1720,285000
3640,1750000
2360,1730000
3920,1520000
2330,1520000
2700,1370000
3730,1260000
4040,1220000
3430,1200000
2050,1110000
1550,1100000
5320,1060000
3000,1030000
1750,980000
2190,980000
3330,950000
3820,950000
3110,933399
3790,929950
2800,890000
2720,850000
1620,850000
1760,810000
1760,799950
2050,775000
1890,745000
2970,726000
2840,718500
1640,716100
2550,711000
1000,675000
2900,675000
1000,670000
1300,650000
1880,650000
1720,650000
920,650000
1910,650000
1610,630000
2660,629000
1250,615000
1630,610000
3030,608250
1270,605000
1640,602000
1240,600000
2950,599000
2320,585000
1020,580000
2660,580000
1010,576000
1490,575000
1800,575000
1500,575000
2640,570000
1210,560000
2120,559950
1570,555000
1400,550000
810,550000
850,540000
1180,529950
3070,529000
1180,525000
1510,516130
770,515000
1180,498000
1620,497000
1960,490000
1976,482000
1650,476000
1480,455000
1120,450000
2448,447055
1740,447000
1210,432000
1440,430000
1540,415000
1520,413000
1270,410000
1510,406500
950,397000
2200,396800
1240,390000
830,385000
1020,380000
1800,379900
1060,364500
1290,360000
950,359950
940,358000
1087,350000
2210,336000
1830,335000
1010,325000
1770,320900
1400,320000
2330,308000
2420,307999
1240,294950
1300,281000
900,279000
1540,270000
1150,270000
1080,269950
1170,265000
1170,252000
1010,240000
1280,239000
710,239000
920,210000
820,208000
590,202000
950,200000
1510,199000
1250,170000
1370,168000
2230,1600000
1910,1380000
1670,1300000
4240,1160000
1950,975000
2030,942500
2910,925000
2380,921000
2930,907687
1220,864000
3290,856500
2730,850000
1490,840500
2890,825000
1370,815000
1720,775000
2020,750000
2290,745000
3050,740000
2770,711000
3420,650000
2330,645000
1070,641000
2500,640000
1720,630000
2570,625000
1280,625000
1200,607500
1240,607000
940,600000
940,600000
2150,587000
2050,585000
2550,575000
2350,561600
2620,557500
2110,550000
2660,545000
3020,510000
2910,504058
1620,498000
1510,495000
1680,490000
1930,490000
2180,473000
1230,470000
1140,466000
890,448000
2430,445000
2190,432000
1710,431000
1440,430000
1970,425500
1320,409950
1640,409000
1010,405500
1480,402500
2300,400000
1590,399950
1220,396000
1250,390000
720,390000
1140,374000
1010,372000
2130,370000
1460,362764
1080,355000
2360,350000
1080,350000
1080,340000
1130,340000
1510,330000
1256,316750
1210,310000
1090,306000
1030,305000
2030,302000
1280,291000
1130,282500
2010,282000
1420,275000
1060,275000
1080,275000
1220,274700
1870,272000
1230,271900
1330,263000
940,252000
1000,250000
1470,245000
1120,242000
1400,238000
1160,237000
1060,219000
1040,212000
1060,205000
1840,190000
1990,185000
1510,185000
840,178000
1350,170000
550,115000
3680,1230000
2000,1170000
4475,1040000
2070,950000
3670,885250
2170,842000
3650,835000
1630,800000
2290,785000
2980,765000
3090,751000
1340,749950
1660,716000
2590,700000
3250,699188
1270,699000
1220,685000
1460,670000
1300,667000
1730,665000
3550,659950
1410,655000
1620,645000
1840,637000
1210,635000
1540,630000
860,626000
3500,623300
1350,595000
2340,572000
1110,565000
1540,565000
1460,560000
1110,550000
2290,550000
1380,549900
2360,542126
2290,540000
2500,525000
1240,520000
1360,520000
1370,520000
833,517534
2360,515000
1710,500000
1800,485000
1940,480000
3620,480000
3274,478830
1510,475000
1010,470000
1170,469000
1150,460500
1010,460000
1750,450000
1150,450000
1000,450000
1860,443000
1150,440000
1550,430000
1350,427500
2230,426000
1590,414050
2311,399440
1270,389500
2220,382450
1790,382000
2040,379950
1330,375000
1520,375000
1380,365000
1220,360000
2140,360000
1070,357500
1160,351000
1290,350500
1300,350000
1090,350000
1010,347000
920,345000
1010,340000
2820,336000
1540,335000
1030,332500
2160,325000
1310,323000
1310,320000
1570,320000
900,318500
2090,300000
1110,293000
860,289000
1000,286300
1050,270000
1110,269900
1890,267300
1100,260000
1578,259950
1240,259000
990,250000
1590,247200
1400,242025
1800,228000
1410,226740
1500,215000
850,210000
1300,199950
1170,192950
1850,181100
890,169000
930,105500
1500,1260000
3260,1170000
2610,1100000
4800,1080000
2590,1000000
1880,990000
1450,968000
1720,891000
2830,820000
1550,805000
3160,795000
2410,785000
4130,775000
3950,771150
2160,770000
2390,770000
2080,695000
2260,675000
2470,669000
2430,658100
1480,656000
2860,645000
2260,635000
2240,635000
1060,625504
1910,615000
3610,587000
3550,580000
1300,580000
2110,525000
1210,510000
1760,500000
920,490000
1360,470000
1600,464000
1620,445000
1210,445000
2170,443500
1550,440000
1650,438000
1620,430000
950,425000
2550,419500
3045,414000
2110,400000
870,399700
1950,392500
1360,385000
1200,384000
1860,380000
940,375000
720,375000
2100,365000
760,361600
1040,360000
1260,360000
1250,350000
1740,350000
1400,346100
1410,340000
1860,338000
1430,335000
2140,322500
1950,312000
1920,299000
1370,280000
1490,265950
1600,265000
1491,262500
1360,260000
1210,257500
1420,252000
2080,249900
1220,249900
860,245000
1510,239000
1090,238000
1110,235000
670,235000
1270,226000
1140,220000
1290,205000
1798,199900
1300,198000
830,150000
770,100000
3730,2540000
4280,1490000
1780,1090000
2000,945000
1740,915000
3190,865000
3980,810000
3691,800000
2590,779380
2620,750000
2140,739375
3100,735000
2740,730000
1530,725000
3230,715000
3130,710000
1380,705000
2990,698000
1540,689888
1420,679000
1210,678100
2620,675000
1280,670000
1300,665000
1620,665000
2500,639000
1820,638150
1730,625000
1630,605000
1780,590000
2290,590000
2064,567035
2580,552250
1920,549000
2790,535365
1540,531000
1940,529000
1110,526000
1480,524000
1640,522250
1660,515000
2480,498000
1350,497000
2470,494500
1720,490000
3160,488000
1150,485000
1690,470000
1170,465000
1540,450000
1960,442000
1600,435000
1350,430000
2300,430000
1400,430000
1060,420000
1970,419000
1270,416000
800,411000
1900,410000
1840,410000
1210,395000
2740,378800
1040,358803
1060,354000
2380,350000
1040,349950
1830,338900
1010,337000
870,334850
1650,334009
1870,330000
1290,327000
1770,325000
2140,304400
1370,301950
1460,300000
1060,288790
1580,280000
1470,279000
1320,275000
1420,270000
990,269950
1720,263000
1270,260000
1150,255500
1590,255000
1240,255000
1530,255000
1160,254000
1240,230000
840,218450
1040,210000
1250,208000
1390,199000
960,193000
850,187300
1280,170000
770,156000
880,128750
1070,680000
1640,519000
2790,374950
2060,356250
860,205000
2640,1670000
2560,1050000
2220,767500
2990,760000
1620,666570
2440,550000
1280,385000
1310,370000
3320,1800000
3240,1480000
1700,1350000
1840,1340000
4410,1100000
3590,879000
2720,840000
3320,802500
1175,775000
2890,775000
1600,760000
2630,731688
2440,700000
1610,700000
1500,690000
990,677915
1030,675000
2710,668000
2670,668000
2430,650000
3880,635000
1730,625000
2470,625000
2360,625000
1390,579000
2590,576000
1530,570000
2440,562500
1840,560000
2280,560000
2420,550000
940,549900
1960,538000
2020,528000
920,514000
1170,512000
1240,503000
1140,502000
2410,500000
1630,492500
2870,485000
1440,475000
3210,472000
3281,471835
1680,450000
3100,449950
980,447000
3390,439900
1090,435000
1360,427000
1010,425000
1640,408000
930,400000
2154,390000
2029,384435
1370,375000
1650,370000
680,365000
1070,361500
1330,360000
2540,359950
2470,359900
1890,347500
1150,346000
2330,337500
1560,335000
1140,335000
2410,334950
1510,327000
1060,326250
1050,324950
1860,315000
1770,309950
1850,303000
1940,300000
1530,299800
820,294000
850,290000
1560,265000
1740,261500
1390,261000
1400,253000
1430,246500
1090,240000
1350,233000
1450,230000
1010,229900
1440,229900
1200,226000
1030,225000
1040,215000
1040,210000
1920,210000
700,209995
890,207950
740,178500
1030,175000
3270,1250000
1920,1000000
3500,917000
2940,870515
1100,869000
3160,848750
2380,835100
2910,810000
2870,796000
1510,791500
1310,780000
2190,780000
1740,765000
1310,760000
3270,750000
1830,740000
3550,730000
2990,725000
2190,700000
2090,699000
2460,690000
2660,667400
2510,667000
1130,645000
2390,640000
2210,639000
2190,628000
3240,625000
2190,620000
1470,615000
1520,610000
1580,590000
2580,588000
1150,585000
1300,568000
2600,540000
2810,518380
3300,510000
3300,510000
1560,503045
2240,495000
1770,487000
1400,481000
1050,480000
2630,475000
1210,470000
2710,470000
1480,459000
1270,452000
1330,451000
2320,447500
1790,440000
1830,434000
1380,425000
1270,420000
1110,399950
1340,389000
920,380000
1750,380000
1400,372500
780,365000
1300,360000
1002,358000
940,356200
1690,350000
1060,350000
2280,349000
1320,339950
2610,337000
1780,336000
1380,335000
1600,335000
2229,324950
2038,319950
2100,305000
1095,302282
1110,302000
1070,299000
1852,298000
1850,295000
850,294000
1310,291750
1690,289000
1200,279500
1320,279000
1560,279000
1000,275000
2115,272000
1660,269950
1460,269950
1780,265000
1270,265000
1390,258000
1360,257500
1140,255000
1250,250000
1500,215000
1610,215000
1570,209950
1630,209950
2070,196000
1000,189900
1730,187000
1360,150000
840,86500
3120,1480000
1934,1380000
4120,1300000
3740,1140000
1610,991700
2580,899000
3080,889950
4210,884744
3020,879950
1940,872000
3830,865000
1690,850000
2500,850000
4480,835000
1440,820000
2220,813500
1720,778000
3360,769995
3010,769995
3030,768000
2630,750000
2570,748000
1140,705000
1300,690000
2970,685000
2460,653750
1410,625000
2610,610360
2420,590000
1190,587100
1460,585000
2000,577500
1580,575000
2330,562000
1630,557000
1760,552500
1470,551000
1340,550000
3906,549950
1170,548000
3410,545000
1280,535000
1570,530000
3300,510000
1580,500000
2510,490000
1210,485000
1640,480000
2150,465000
2050,455000
2090,455000
1760,450000
1530,449950
1330,440000
1540,439950
2440,435000
780,433500
1610,430000
1540,425000
1190,425000
1280,425000
2950,424900
1060,420000
1150,420000
1070,415000
1190,411000
1380,410000
1090,394950
580,394000
890,391000
1840,390000
1890,389999
1830,379500
1470,375000
1110,375000
940,355000
1130,350000
770,344000
1470,337000
1400,335000
1480,325000
1540,324000
1990,310000
780,310000
2140,302000
1630,299000
1830,295000
1670,282500
1760,281000
2280,280000
1280,272925
1790,272000
1210,259000
880,256000
1310,250000
1400,249000
1260,240000
730,239950
930,230000
1440,225500
1520,224950
1200,223000
900,215000
1240,188500
1920,170000
1000,165000
1050,163500
2840,1900000
3090,1720000
4030,985000
2420,974350
3830,963990
3520,905000
3555,895990
3360,850000
3460,845000
2940,845000
1800,835000
2770,825000
2960,825000
3500,798000
2640,790000
1970,784000
1970,780000
1250,775000
3000,759900
3300,725000
2270,716000
2670,685000
2740,672800
2440,672000
1540,654000
1620,650000
1550,620000
2410,610000
1040,601000
1810,580000
2150,573000
940,551000
1220,549000
1980,545800
1010,535610
1370,530000
990,529000
1710,524250
1860,520000
2710,515805
1140,500000
1440,499950
2180,499900
2790,485000
2790,484259
1530,470000
1990,450000
1730,446000
1250,431000
1060,425000
1570,419000
1220,415000
1740,410000
1120,410000
990,409950
2050,398000
1840,395000
1950,386500
1500,379000
1720,375000
1090,375000
1890,375000
810,367000
710,362362
1260,353000
2040,346950
1150,339000
940,335000
840,335000
2031,335000
1150,335000
1340,330000
1290,325000
1820,318400
1660,315000
1160,312000
1400,305000
830,295000
1140,294000
1770,291500
770,290000
1220,286700
1440,269000
1239,253101
2290,247500
1300,230000
1060,228000
1160,225000
1220,225000
990,219950
1580,216000
1630,203000
1360,159000
850,150000
4170,2250000
2370,2230000
4065,1950000
3910,1750000
4590,1720000
1820,1320000
2660,1300000
2180,1300000
3820,1240000
1980,1190000
3420,890900
1990,875000
3140,810000
1590,790000
1590,780000
3330,762500
1150,750000
1340,730000
1660,715000
1570,700000
2640,678000
1850,675000
1920,674000
2130,671500
1180,667000
3136,665000
1540,653450
1470,650000
2490,635000
1510,629000
1990,625000
2310,597750
2210,595000
1870,592500
1080,590000
1100,583000
1600,567000
2170,560000
2050,550000
1540,550000
1120,549995
1120,540000
2233,540000
1630,522000
1770,518000
1470,500000
1420,500000
1400,491500
2260,479950
1890,473000
2760,470000
1330,468000
1630,468000
2200,460000
1290,456500
1750,455000
1140,451300
590,445000
1060,431200
1290,430000
990,430000
1350,430000
1430,429000
1280,419000
1350,410000
2910,410000
2070,379500
1600,365000
1550,360000
2610,350000
2770,347000
1983,345000
1090,340000
2230,340000
2270,340000
2110,325000
1240,324950
1890,319990
1390,317000
1640,311000
1480,310000
1060,301000
1730,299000
2390,282000
1834,280000
2497,275000
1080,275000
1390,267500
1670,260000
1170,260000
1489,255900
990,250000
1750,234000
1410,230000
1370,225000
1847,215000
1560,213675
870,183000
1250,164808
700,152000
940,115000
1080,112000
1450,710000
2130,686000
1410,658500
880,505000
1000,350000
1000,210000
900,205000
910,165000
1220,286308
3690,2400000
4070,1480000
3480,1350000
1930,1160000
3840,1120000
3010,1090000
2750,1050000
1460,1020000
3060,970000
3070,968933
1870,950000
1660,925000
2200,920000
2620,850000
3090,775000
3370,699950
2120,690000
1580,690000
2020,687500
2970,665000
1660,651000
1250,650000
1250,630000
1350,630000
3570,627000
1410,625000
1310,590000
1530,590000
1520,585000
1140,585000
2480,583800
1690,572000
960,565000
1270,565000
2410,555000
1990,540000
2710,535000
1170,527500
750,524000
870,522500
1800,517850
1020,507000
1620,499100
